颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
7,10,31,85,44,10,5,11,2,119,0
11,19,24,92,97,7,0,5,1,214,0
5,0,26,100,27,7,4,4,1,212,0
6,15,10,73,19,10,2,20,1,128,0
13,18,39,106,37,1,5,7,1,200,0
11,0,32,46,58,4,4,15,1,165,0
8,10,25,29,33,12,5,7,1,228,0
5,6,37,57,43,8,3,6,1,257,0
9,10,27,28,116,9,2,1,1,223,0
11,20,5,5,77,6,4,8,1,278,0
12,13,24,58,31,14,6,11,4,57,0
2,15,16,50,116,11,5,12,1,67,0
13,24,37,76,76,4,6,10,3,78,0
15,16,20,72,42,12,5,17,4,67,0
11,5,50,80,91,2,5,20,2,111,0
8,8,37,65,28,13,4,6,3,59,0
12,12,36,58,36,10,2,12,19,8,0
6,19,43,74,71,5,5,9,21,10,0
10,9,31,62,70,12,7,9,2,77,0
16,18,7,52,95,7,4,8,10,18,0
15,22,34,101,43,10,4,13,1,268,1
5,16,51,53,26,1,4,8,3,63,0
9,25,22,73,98,1,4,3,1,206,0
0,9,19,42,113,9,1,15,1,238,0
14,2,27,65,50,1,7,0,2,148,0
9,12,32,69,65,8,3,9,1,184,0
14,17,16,51,5,0,2,10,3,86,0
14,9,16,112,120,14,5,10,1,46,0
8,0,49,68,29,5,7,10,2,89,0
8,15,39,99,52,7,3,10,1,169,0
5,1,52,74,106,6,8,9,5,23,0
9,12,32,34,66,9,2,2,1,249,0
4,8,9,39,81,8,5,12,10,21,0
15,10,40,78,56,1,2,11,1,252,0
10,23,45,87,69,9,8,17,2,156,0
10,13,37,29,70,15,2,8,1,298,0
12,17,42,102,19,2,2,11,2,148,0
10,16,23,65,45,7,5,12,2,124,0
15,20,30,52,14,11,8,12,1,157,0
4,17,41,92,84,14,5,4,1,97,0
12,9,26,120,104,13,4,14,3,103,1
10,15,35,65,35,4,7,13,1,159,0
9,8,46,82,47,2,9,8,1,193,0
10,0,0,64,33,7,4,11,1,217,0
20,12,19,0,88,6,0,18,90,2,0
9,2,21,45,7,3,5,15,1,109,0
6,0,16,67,108,12,2,14,1,223,0
4,9,17,120,53,6,8,0,1,260,1
20,6,30,27,54,2,2,11,1,264,0
15,10,36,86,80,9,1,17,2,135,0
20,6,50,61,64,3,6,6,20,14,0
7,11,28,84,66,4,3,3,1,266,1
6,10,33,83,11,5,2,7,2,133,0
18,13,30,46,32,8,4,13,3,75,0
12,25,29,62,30,5,9,8,1,253,0
17,8,36,60,66,6,6,11,1,161,0
12,7,27,76,51,5,4,13,1,203,0
7,16,17,110,99,8,4,6,1,253,1
7,5,33,30,94,0,7,12,2,122,0
1,2,23,58,92,8,8,12,1,293,0
20,19,32,61,35,9,3,16,1,280,0
8,11,46,120,49,5,6,4,1,182,0
14,9,37,25,39,8,6,9,2,87,0
7,22,24,46,82,9,8,8,1,227,0
0,21,29,95,10,6,6,10,3,99,0
15,13,53,79,35,13,8,11,1,168,0
11,2,30,79,26,14,6,0,14,22,0
5,11,43,72,60,11,3,17,1,215,0
7,4,9,86,72,12,7,6,2,83,0
9,16,40,67,62,12,6,16,1,189,0
8,15,0,55,120,3,5,8,7,39,0
9,10,30,99,58,5,5,6,1,242,1
17,11,14,33,110,10,2,14,18,3,0
12,6,56,52,110,11,7,13,2,141,0
18,10,21,69,55,4,4,12,1,280,1
0,18,26,33,68,8,1,3,1,300,0
18,15,11,38,86,4,4,9,1,299,0
11,11,21,82,32,4,4,11,1,193,0
8,21,33,61,47,8,4,16,4,45,0
12,18,46,39,0,12,4,12,2,197,1
16,2,53,79,39,9,6,13,1,239,0
6,10,13,28,50,10,6,13,1,29,0
10,11,18,49,64,0,4,12,1,236,0
10,15,13,75,46,14,4,11,1,184,0
6,14,18,79,60,9,3,10,2,148,0
9,18,58,27,53,7,5,7,1,184,0
7,12,15,88,62,13,7,10,1,137,0
11,20,18,28,42,5,6,1,2,157,0
10,3,42,27,0,7,5,13,3,84,0
11,10,49,69,85,11,2,7,1,244,0
9,8,19,88,65,7,5,6,1,290,1
7,14,56,23,68,8,6,4,1,89,0
14,7,0,67,76,10,1,11,24,5,0
13,23,27,85,105,2,3,5,1,131,0
14,22,34,89,113,15,4,11,22,13,0
16,15,32,31,97,9,4,3,1,96,0
13,13,41,22,22,9,5,7,1,171,0
11,18,8,46,16,7,3,8,2,137,0
14,9,34,104,20,12,6,2,4,48,0
9,9,25,67,47,14,3,10,4,51,0
8,8,11,13,72,6,9,12,1,199,0
11,5,31,43,97,7,5,10,2,155,0
12,14,39,78,50,7,10,14,1,297,1
12,8,48,20,41,15,5,6,6,31,0
20,16,19,107,88,3,10,9,2,155,1
11,22,31,75,4,5,4,11,5,22,0
10,15,38,66,59,4,9,8,2,152,0
13,18,46,2,0,4,4,13,1,227,0
15,13,16,88,45,15,5,13,1,260,1
10,10,37,76,56,13,4,8,2,77,0
6,17,31,68,102,4,4,4,1,260,0
3,13,26,67,3,11,3,13,1,151,0
11,18,26,41,98,1,0,8,19,12,0
10,18,7,48,53,3,4,7,1,260,0
16,6,30,61,56,2,4,11,3,60,0
6,14,40,1,67,7,3,15,1,280,0
12,10,38,93,113,7,7,17,16,14,0
3,8,52,34,88,8,5,19,1,189,0
14,24,48,60,48,5,3,16,1,289,0
17,25,10,73,21,5,6,14,1,297,1
10,16,29,99,74,13,8,13,1,197,0
6,16,30,48,101,9,7,7,1,186,0
13,25,49,54,42,2,3,10,25,8,0
13,16,52,94,57,10,5,4,3,95,0
13,21,8,22,46,6,6,9,1,126,0
10,8,27,21,17,6,3,11,2,142,0
8,13,20,40,108,9,2,0,2,120,0
3,6,30,98,74,12,10,5,6,15,0
10,17,33,58,64,5,3,10,2,110,0
16,8,16,53,47,8,7,13,1,278,0
12,8,6,45,25,11,4,14,2,95,0
12,11,35,106,97,15,3,10,2,153,1
11,4,24,14,75,4,6,9,1,253,0
12,16,11,47,72,2,5,6,1,173,0
4,21,34,99,56,4,6,16,10,27,0
12,18,21,88,43,13,4,15,1,271,1
11,12,25,84,9,9,8,5,1,187,0
13,10,27,113,55,15,1,8,1,281,1
15,0,29,28,61,5,3,11,1,264,0
14,10,38,23,85,11,6,13,1,206,0
16,25,36,68,100,8,4,8,1,268,0
19,14,13,45,120,9,7,8,1,214,0
7,5,31,84,53,7,8,8,1,237,0
6,7,43,41,71,9,5,12,2,164,0
7,6,25,15,32,8,2,6,2,116,0
8,17,31,86,81,3,8,9,2,128,0
1,23,14,56,16,4,3,9,15,16,0
5,15,24,89,39,7,3,12,1,213,0
14,16,36,82,76,15,10,14,1,237,0
9,12,29,36,74,8,8,8,1,246,0
16,10,22,97,81,7,0,7,16,18,0
5,14,16,115,82,11,0,1,1,299,1
11,10,38,28,57,15,0,11,2,44,0
9,17,32,27,118,4,7,12,1,251,0
17,25,17,56,66,10,9,4,2,127,0
12,11,49,49,52,6,4,8,41,6,0
14,14,44,65,104,6,9,7,1,222,0
14,15,42,106,67,1,4,10,1,253,1
6,12,48,99,45,4,4,11,2,98,0
3,15,43,59,118,10,4,6,5,46,0
7,13,27,84,31,6,3,14,2,122,0
12,17,44,74,18,8,7,9,1,292,0
9,14,26,57,63,1,7,9,1,96,0
10,22,29,55,99,5,3,12,1,182,0
11,21,10,41,75,7,5,4,1,202,0
8,4,41,88,20,0,7,10,2,144,0
6,5,25,36,19,12,7,3,1,206,0
0,8,8,96,10,5,6,2,2,132,1
20,17,30,62,72,9,2,8,9,15,0
9,15,39,56,69,13,3,10,1,230,0
11,7,40,103,120,8,4,11,1,141,0
11,18,17,83,119,13,7,6,1,85,0
9,9,32,42,51,12,6,13,2,139,0
19,4,13,40,85,6,6,8,1,286,0
14,14,27,26,80,9,0,14,2,19,0
13,4,29,56,0,5,6,12,1,216,0
8,9,48,49,40,2,6,17,1,215,0
0,2,22,78,92,12,6,14,2,103,0
19,14,13,81,52,8,9,6,1,299,1
20,23,38,87,69,4,5,7,1,207,0
5,20,19,11,81,4,2,17,1,268,0
6,23,28,32,47,5,6,18,3,69,0
13,9,35,45,19,5,7,10,2,115,0
11,20,33,27,98,10,5,12,2,164,0
7,18,9,97,54,5,10,9,1,285,1
11,6,25,48,46,8,10,8,2,123,0
6,10,32,87,44,12,1,13,1,199,0
13,0,25,57,83,10,10,9,1,292,0
14,13,12,32,51,3,8,9,1,142,0
9,13,35,66,65,9,1,3,2,144,0
20,10,43,34,34,14,9,7,2,129,0
8,0,31,53,48,14,5,18,1,239,0
5,15,24,52,72,11,6,17,2,126,0
8,24,46,76,113,9,10,3,2,150,0
15,15,29,28,62,2,0,9,1,126,0
14,16,17,77,56,5,2,14,1,250,1
10,19,11,81,93,10,6,11,1,265,1
9,14,12,66,39,4,1,10,1,56,0
11,8,53,112,47,7,6,10,2,131,0
6,16,35,79,52,7,8,12,1,192,0
7,20,52,0,40,10,6,10,1,252,0
10,15,27,61,120,5,9,3,1,289,0
16,7,14,94,108,12,8,11,1,61,0
6,13,36,55,97,3,4,10,1,129,0
16,14,15,67,89,6,2,16,2,77,0
20,19,23,64,85,10,5,0,1,264,0
3,13,0,64,77,15,5,16,5,29,0
6,18,10,79,78,7,2,0,12,18,0
11,16,39,66,96,1,6,13,1,231,0
10,2,46,38,25,9,8,10,3,87,0
19,7,11,84,68,10,8,10,1,228,1
12,0,54,97,54,6,5,6,3,72,0
10,11,15,18,74,14,5,8,1,239,0
8,1,33,58,96,4,4,8,2,112,0
7,17,51,42,98,6,8,10,1,299,0
18,14,38,58,53,5,9,9,6,53,0
16,20,4,57,26,5,3,9,2,125,0
9,11,46,50,88,11,7,1,3,83,0
11,14,43,50,101,8,4,16,2,142,0
16,4,6,45,39,9,6,11,1,210,0
2,11,27,39,50,15,7,9,2,113,0
7,13,25,66,62,5,4,0,1,172,0
6,25,44,99,120,9,3,19,4,31,0
13,12,54,78,40,0,3,17,1,260,0
6,4,58,97,71,5,5,6,1,202,0
8,20,47,65,58,8,4,8,1,216,0
8,2,28,20,12,9,3,14,1,221,0
2,10,19,0,54,8,7,15,18,10,0
8,7,19,40,70,14,3,14,1,191,0
18,12,56,74,12,8,6,8,1,203,0
8,8,34,115,47,6,6,14,2,110,0
14,21,8,99,9,11,7,7,3,89,1
10,19,11,70,85,3,7,15,1,183,0
5,12,37,35,42,8,3,9,2,63,0
8,7,17,88,105,15,1,16,13,21,0
7,9,39,83,16,6,8,10,2,156,0
9,13,20,62,111,8,5,18,1,235,0
15,13,31,88,43,4,6,14,5,23,0
0,12,25,53,50,12,2,11,1,284,0
13,20,39,79,75,10,6,8,1,269,0
12,8,32,58,75,8,5,10,1,171,0
9,7,20,46,38,9,5,16,1,248,0
16,19,51,83,37,8,7,20,1,182,0
7,5,21,49,62,3,6,10,17,14,0
10,25,33,38,114,8,5,4,1,96,0
11,17,37,79,26,0,6,6,1,279,0
1,10,49,84,56,11,1,10,1,300,1
11,20,31,33,69,3,3,5,1,216,0
11,8,60,44,77,8,8,5,1,275,0
6,16,23,85,84,3,9,10,2,93,0
7,25,37,67,102,10,4,11,1,287,0
8,17,9,71,69,15,6,3,5,50,0
8,10,33,94,24,5,2,3,2,161,1
7,16,20,33,73,6,10,15,10,14,0
8,23,24,120,22,5,2,4,1,176,1
14,8,42,45,28,10,2,5,8,26,0
2,3,43,29,70,3,8,15,2,155,0
12,13,33,40,12,8,0,5,1,239,0
9,13,34,47,81,5,9,12,1,192,0
0,10,32,15,85,8,3,5,1,221,0
6,2,29,69,30,13,7,10,4,15,0
11,18,37,39,0,0,6,6,1,226,0
3,18,27,91,57,13,7,20,1,169,0
7,16,48,68,63,10,5,7,2,62,0
5,23,29,42,99,6,3,5,1,95,0
7,19,37,83,75,5,2,9,2,126,0
12,13,30,43,12,8,6,2,6,47,0
15,13,38,8,46,15,2,11,1,202,0
7,5,40,24,50,4,8,12,2,81,0
10,8,24,97,103,7,4,10,2,114,0
13,8,24,46,61,8,5,11,1,169,0
4,10,44,35,41,8,6,15,1,187,0
20,12,24,72,75,12,1,19,1,271,0
5,15,32,32,107,11,8,17,1,115,0
10,13,23,91,44,4,3,10,7,40,0
14,13,21,25,44,8,2,8,3,78,0
13,22,33,99,66,5,4,1,2,123,0
4,17,37,64,44,10,7,7,1,161,0
14,4,43,120,38,15,4,14,1,141,0
13,8,48,24,43,5,3,9,2,41,0
13,14,18,57,39,9,5,8,33,7,0
14,15,6,24,100,8,9,11,8,18,0
16,13,33,54,78,9,7,14,1,276,0
6,23,31,38,102,9,4,16,2,149,0
14,11,14,65,40,8,4,17,1,224,0
0,13,29,88,67,7,1,15,1,208,0
9,10,19,41,70,11,7,11,1,209,0
13,7,24,83,80,5,2,9,3,86,0
11,2,59,47,90,2,7,10,1,253,0
9,13,34,46,68,10,4,11,1,186,0
6,4,56,86,18,2,1,0,1,149,0
5,12,13,41,90,10,3,7,1,223,0
1,13,6,22,51,2,4,13,2,168,0
18,7,40,31,48,15,7,15,2,178,0
3,20,13,19,38,10,2,2,1,223,0
3,12,26,98,105,7,5,5,2,118,0
13,8,7,74,86,6,4,7,1,52,0
19,16,39,106,8,9,4,5,2,151,1
5,9,38,90,85,5,5,6,2,150,0
20,11,13,100,66,9,5,5,1,243,1
6,21,23,61,64,12,8,9,2,88,0
16,9,26,93,89,8,7,7,1,258,1
14,20,35,64,118,9,5,4,2,92,0
3,14,52,97,32,8,5,7,1,289,1
2,19,32,62,91,10,5,9,4,77,0
17,11,38,19,26,11,9,12,3,63,0
4,7,17,119,110,11,3,10,4,66,1
5,17,27,55,77,2,4,16,2,150,0
8,12,40,106,46,11,7,14,2,166,1
7,14,14,56,96,13,6,11,2,80,0
18,14,25,59,63,6,2,13,1,227,0
8,18,35,72,99,13,6,15,1,271,0
11,15,53,35,82,12,8,12,1,118,0
11,12,28,55,52,4,5,11,1,152,0
2,9,29,30,92,6,4,12,4,67,0
20,13,47,90,96,10,8,13,3,100,0
9,16,29,65,56,3,6,6,2,188,1
9,18,29,30,82,6,7,17,5,56,0
16,21,20,18,33,10,10,9,1,69,0
8,0,51,78,93,15,6,13,4,58,0
11,7,42,10,30,13,9,7,3,55,0
9,4,21,23,82,8,5,10,2,175,0
12,9,33,106,96,14,1,12,1,194,0
3,15,42,114,14,7,6,6,7,18,0
11,8,16,79,58,9,1,11,23,8,0
12,9,33,120,0,9,6,17,1,202,1
15,15,3,97,45,7,4,11,1,268,1
9,14,21,45,72,14,8,7,2,107,0
10,1,60,93,13,9,7,11,3,101,0
13,6,48,65,24,15,6,0,1,270,0
10,3,11,41,53,9,9,19,1,202,0
11,9,29,19,20,9,7,4,1,231,0
16,13,14,58,34,11,5,5,1,249,0
13,15,19,22,17,0,6,8,1,239,0
8,3,31,35,109,7,10,13,1,165,0
7,3,53,101,24,13,8,16,2,152,0
9,11,15,69,39,11,1,17,1,217,0
13,10,31,27,11,6,7,8,1,133,0
8,16,16,13,110,13,8,20,3,48,0
7,16,34,11,51,1,6,18,1,277,0
9,11,26,50,106,6,2,11,1,194,0
10,22,17,36,38,3,4,10,2,188,1
13,15,43,56,70,10,4,15,1,254,0
7,19,5,88,67,11,1,9,2,174,1
12,18,15,74,40,7,6,8,1,162,0
8,15,50,120,59,7,2,9,2,162,1
7,9,50,14,91,10,10,10,1,180,0
17,13,60,27,86,4,7,4,1,198,0
13,2,42,43,76,6,3,13,2,117,0
7,4,27,51,53,7,6,6,72,4,0
14,8,45,66,114,9,8,6,1,250,0
12,16,3,26,61,1,4,13,1,164,0
9,12,23,79,66,3,0,14,1,186,0
8,7,0,28,67,0,5,8,8,20,0
11,12,39,28,75,7,8,6,1,89,0
14,19,32,94,57,8,5,4,1,123,0
11,10,50,49,72,4,2,3,2,92,0
7,12,48,32,40,12,7,9,2,55,0
8,15,10,16,17,6,9,20,1,105,0
13,21,50,85,71,15,0,9,11,8,0
10,18,26,32,62,8,7,11,1,190,0
6,14,29,63,81,10,6,0,2,159,0
0,5,27,26,33,12,5,9,1,55,0
4,9,27,60,75,3,5,12,1,252,0
12,4,43,84,98,10,2,1,2,151,0
3,2,0,66,22,5,0,4,2,95,0
8,8,24,44,102,9,3,20,2,162,0
12,20,27,40,22,13,6,12,1,246,0
6,20,24,5,100,2,3,3,1,220,0
11,18,19,35,74,3,0,6,4,62,0
11,11,19,31,69,6,3,7,1,228,0
5,18,1,111,69,4,3,8,1,101,0
10,15,12,37,35,10,1,12,1,142,0
10,16,14,72,46,6,7,16,1,240,0
11,8,42,18,34,5,5,13,2,120,0
12,21,23,79,103,10,5,12,1,149,0
11,15,48,54,48,10,2,9,5,50,0
5,7,34,90,105,4,1,13,2,83,0
1,7,33,87,33,6,3,1,1,258,0
16,12,35,97,51,12,2,7,1,191,0
8,12,28,45,113,4,3,10,1,253,0
12,4,31,119,110,6,6,8,1,100,0
16,12,39,45,28,8,0,17,1,190,0
8,13,56,78,23,7,3,8,2,124,0
17,14,32,54,60,9,4,9,2,79,0
7,9,27,91,52,9,7,16,2,95,0
3,14,20,108,31,3,6,12,29,5,0
20,9,2,120,40,6,10,12,1,229,1
10,15,35,56,28,6,8,19,1,288,0
16,10,46,86,76,7,7,15,4,53,0
2,12,27,84,44,6,4,7,2,80,0
12,25,45,56,79,10,10,1,1,255,0
5,1,60,70,95,0,6,16,1,151,0
10,2,30,73,48,14,4,18,1,256,0
0,9,27,27,57,4,2,9,2,173,0
4,7,34,0,52,9,8,10,2,99,0
5,8,17,64,44,5,7,20,1,131,0
12,15,45,81,79,8,2,6,7,33,0
9,13,47,70,98,4,6,16,4,47,0
8,15,60,89,41,5,2,10,1,214,0
10,4,33,102,60,4,3,15,2,122,0
14,11,20,56,48,6,7,4,1,244,0
11,7,29,82,28,4,5,13,1,218,0
5,19,19,76,15,12,10,15,1,135,0
11,23,39,79,59,5,2,14,2,98,0
11,10,37,120,50,8,5,12,1,223,1
12,21,19,91,51,6,2,17,2,113,0
4,16,11,52,32,8,1,11,1,241,0
8,14,33,36,67,8,5,6,1,241,0
8,13,39,43,34,4,5,17,2,127,0
20,11,17,0,61,7,2,7,2,131,0
15,9,26,57,70,4,4,10,2,97,0
13,11,18,114,80,6,6,13,5,34,0
10,20,27,58,84,13,4,6,1,201,0
10,9,13,32,55,0,4,12,2,51,0
13,25,21,109,71,5,2,11,2,145,1
17,13,35,92,54,9,5,5,1,205,0
20,11,60,99,51,6,6,16,28,8,0
12,18,28,36,91,0,2,9,19,16,0
11,12,19,79,88,6,5,6,1,193,0
8,13,33,9,70,2,5,10,3,43,0
16,15,51,65,65,4,4,8,1,284,0
20,25,34,83,52,6,6,0,4,62,0
13,6,5,113,50,4,6,3,32,5,0
7,15,29,108,98,6,5,10,2,138,1
7,15,47,31,53,5,7,7,1,95,0
10,20,28,37,109,6,7,13,1,81,0
19,5,22,77,68,9,5,8,1,250,0
11,6,58,99,97,4,9,15,2,100,0
4,13,21,52,48,8,2,11,10,27,0
13,5,26,61,106,9,5,10,1,195,0
12,6,46,86,23,9,8,8,23,3,0
16,19,10,40,22,12,7,8,11,24,0
3,18,22,0,70,6,8,11,2,125,0
11,12,11,88,71,6,2,11,1,112,0
15,22,60,74,64,6,5,15,1,271,0
12,9,26,0,23,4,9,10,3,81,0
9,18,37,91,33,7,7,6,7,13,0
15,0,51,92,54,10,5,12,17,15,0
5,15,24,74,85,3,5,15,1,269,1
13,8,60,61,65,8,4,12,1,213,0
6,7,39,96,43,5,5,15,1,238,0
8,19,30,120,61,11,5,7,2,156,1
10,17,53,102,82,10,3,9,2,100,0
7,4,44,34,85,11,6,14,1,227,0
12,11,41,74,94,14,6,10,1,222,0
13,9,37,65,37,10,8,13,1,161,0
14,12,56,24,50,9,5,13,1,89,0
5,4,26,51,69,10,4,4,1,282,0
18,8,45,76,31,5,4,14,2,106,0
17,0,14,57,13,5,5,14,1,245,0
6,8,22,67,109,10,4,17,3,52,0
1,14,55,94,44,6,3,1,11,17,0
6,5,40,14,100,12,4,7,1,205,0
10,18,42,112,48,10,5,9,3,24,0
3,7,36,5,46,3,4,13,1,285,0
15,4,50,29,92,11,6,11,1,286,0
17,11,39,57,55,7,5,6,1,266,0
4,24,50,45,27,8,1,11,1,275,0
11,14,31,68,42,6,1,18,2,54,0
5,12,27,69,91,4,6,1,1,243,0
8,17,31,78,33,11,8,16,1,168,0
9,16,41,116,103,8,7,10,2,135,0
5,24,30,80,111,10,6,11,1,183,0
10,9,35,25,92,3,6,5,1,251,0
13,19,24,37,93,7,7,6,2,102,0
6,18,41,31,21,11,7,9,3,85,0
2,4,15,8,27,10,6,3,1,275,0
13,7,34,68,30,4,2,3,2,96,0
7,16,20,59,9,13,2,14,2,147,0
6,11,0,64,120,11,9,20,1,162,0
4,13,60,81,67,3,8,3,5,63,0
17,11,20,46,60,11,9,6,1,216,0
9,15,25,65,70,7,10,7,1,243,0
11,6,5,70,35,6,8,10,1,236,1
4,15,16,77,23,0,7,8,2,113,0
9,15,45,61,55,4,8,5,1,292,0
11,18,5,56,98,15,3,13,2,141,0
6,13,15,20,46,14,4,10,14,11,0
8,12,12,23,22,6,9,6,1,181,0
10,12,43,118,16,6,3,13,5,19,0
4,23,15,37,36,7,9,10,1,208,0
9,18,49,105,76,9,2,8,2,134,0
9,25,37,26,68,6,5,16,2,86,0
11,19,41,43,75,13,8,13,2,19,0
5,20,38,0,74,7,5,9,2,114,0
9,3,44,57,67,8,9,16,1,283,0
19,16,28,41,0,5,3,0,1,285,0
9,18,29,48,69,6,4,7,1,243,0
13,15,26,93,84,5,3,16,3,88,0
16,8,39,70,67,12,4,4,1,213,0
9,23,41,67,105,2,8,7,1,138,0
12,19,28,81,90,6,7,10,1,294,1
15,11,28,49,66,8,0,19,3,37,0
7,15,40,59,79,3,0,11,1,174,0
11,9,9,21,67,12,0,15,74,4,0
6,20,6,34,87,10,5,5,1,172,0
13,14,34,39,69,7,6,15,4,51,0
2,22,18,41,106,12,10,13,1,205,0
19,13,15,13,111,8,6,11,1,196,0
10,10,13,70,120,10,5,0,2,101,0
12,8,42,28,103,7,3,0,2,125,0
12,18,53,71,87,2,5,1,2,138,0
12,12,36,29,37,11,3,12,1,286,0
4,9,45,0,115,4,3,6,3,104,0
11,20,24,57,19,7,2,6,3,35,0
6,10,41,87,0,8,5,17,1,103,0
10,15,3,54,60,9,5,20,1,130,0
13,20,20,93,58,9,2,2,3,27,0
11,14,13,104,66,8,4,8,2,121,1
9,15,29,19,65,0,8,11,1,206,0
14,10,45,84,34,6,6,2,1,222,0
19,13,31,99,30,9,2,11,1,172,0
18,13,60,26,42,6,4,12,1,150,0
20,23,4,47,67,6,5,11,1,193,0
17,8,18,0,90,6,3,15,1,292,0
15,20,38,82,44,13,7,11,1,204,0
7,7,17,88,89,3,2,11,2,25,0
17,15,29,53,59,5,9,14,2,47,0
6,11,47,117,74,1,6,11,1,248,1
6,12,40,120,69,8,5,5,2,153,1
13,12,37,68,55,7,2,8,1,230,0
9,11,39,82,0,9,7,7,1,221,0
5,16,42,84,56,6,9,12,2,81,0
16,11,47,63,58,12,5,3,3,73,0
13,3,8,28,114,3,4,18,2,155,0
7,4,51,67,55,10,2,0,1,216,0
4,7,21,52,80,14,5,14,2,96,0
8,6,16,65,65,2,2,5,1,224,0
12,3,22,41,15,10,6,17,1,159,0
4,9,29,43,111,3,6,17,1,198,0
15,8,37,56,87,15,6,17,2,106,0
8,17,10,105,58,12,6,8,1,169,1
10,7,1,22,82,11,3,11,1,267,0
1,20,38,95,24,4,8,6,1,140,0
19,21,11,82,27,9,5,7,1,205,0
20,0,26,103,59,13,5,16,5,54,0
1,8,29,112,58,7,8,20,1,233,1
12,10,39,69,94,4,0,11,1,179,0
13,3,24,22,60,9,5,10,1,17,0
3,7,43,49,54,3,7,17,1,171,0
11,10,29,38,38,5,1,6,2,150,0
4,16,40,62,67,10,3,10,2,78,0
9,2,0,92,107,5,10,7,3,60,0
3,4,29,82,65,8,6,5,7,37,0
10,15,52,79,0,5,5,9,1,219,0
20,25,35,106,70,8,5,7,2,122,0
5,14,21,33,44,7,4,14,1,212,0
13,16,12,35,26,1,5,17,1,232,0
8,12,19,3,66,7,5,6,1,156,0
10,14,7,76,45,6,1,7,1,237,1
0,15,60,47,86,5,2,11,1,278,0
10,3,18,61,34,5,4,8,1,226,0
17,5,25,70,55,7,2,6,1,266,0
8,13,23,86,41,9,6,6,1,246,1
6,5,30,116,43,8,1,11,1,227,1
3,17,0,86,40,14,8,8,1,205,1
5,12,42,96,73,3,6,14,1,166,0
8,25,52,99,41,4,7,10,9,6,0
4,12,40,68,17,7,5,14,1,154,0
20,16,13,35,49,2,8,10,1,249,0
16,9,24,49,0,8,6,20,1,293,0
8,11,19,64,63,4,3,6,1,277,0
14,9,15,81,78,14,4,6,2,57,0
20,14,33,36,31,11,3,2,4,68,0
12,6,15,59,69,8,0,12,2,106,0
3,13,13,53,44,4,4,12,1,192,0
9,13,40,0,54,6,3,10,1,172,0
10,16,51,19,10,6,8,11,1,167,0
16,12,18,77,16,8,7,13,1,131,0
13,6,36,47,77,2,1,9,3,22,0
10,16,51,20,109,9,6,13,1,227,0
14,16,42,27,1,2,7,0,1,206,0
11,24,27,60,58,8,5,8,2,146,0
9,20,42,51,35,9,1,18,1,140,0
7,13,31,14,101,6,5,12,134,2,0
1,17,16,74,46,9,6,7,1,72,0
16,7,52,16,14,3,3,16,7,31,0
4,10,60,50,23,6,6,14,3,68,0
14,8,36,94,24,5,1,8,1,230,0
15,14,26,65,63,11,9,13,1,281,0
12,3,46,78,93,0,7,10,6,42,0
17,17,17,88,17,10,6,2,3,75,0
7,8,22,21,38,15,6,6,2,125,0
20,16,49,108,101,3,4,10,210,1,0
8,6,31,10,24,9,5,5,1,264,0
18,10,21,45,89,6,4,16,1,264,0
8,6,23,103,71,8,5,0,1,173,0
9,20,14,27,116,6,0,12,2,48,0
6,22,23,36,80,4,6,16,3,82,0
10,9,13,88,91,6,2,11,12,21,0
10,11,23,14,57,9,5,9,1,189,0
9,25,18,64,120,1,4,0,1,190,0
13,19,2,10,79,2,5,13,1,223,0
4,11,15,61,104,7,6,4,1,261,0
2,12,39,0,98,7,8,19,3,80,0
18,10,40,72,52,9,3,6,2,192,1
1,11,28,54,49,7,5,5,1,275,0
4,15,12,0,65,3,6,6,2,111,0
15,4,19,49,27,8,6,10,1,258,0
13,6,45,15,58,4,2,15,1,209,0
1,17,6,42,101,8,6,12,2,176,1
12,16,23,62,68,8,7,4,1,292,1
16,23,49,78,63,3,8,14,1,265,0
13,18,22,86,21,5,1,9,4,75,0
10,11,50,120,98,8,10,8,1,262,1
7,10,32,45,97,5,4,14,2,162,0
9,25,29,78,68,12,7,15,36,2,0
14,10,31,51,0,8,3,17,2,195,1
11,11,12,47,43,1,1,12,9,14,0
10,10,45,46,0,8,0,4,1,203,0
12,18,25,77,75,11,5,4,1,222,0
8,6,48,50,40,10,4,3,2,152,0
17,14,52,75,53,9,6,17,4,56,0
12,13,2,56,43,9,0,11,1,292,1
14,5,29,13,45,6,5,2,1,29,0
8,23,20,54,120,10,4,11,5,29,0
13,12,34,19,87,13,7,8,1,112,0
13,4,25,55,9,10,3,7,1,248,0
9,9,20,71,84,5,0,16,8,20,0
12,13,22,35,83,1,2,15,1,222,0
11,21,22,85,51,9,4,14,1,216,0
7,4,53,48,48,8,0,14,1,180,0
11,4,20,120,92,9,3,14,2,181,1
18,14,33,68,0,3,10,11,1,233,0
13,14,24,26,64,14,7,15,1,227,0
14,14,39,79,15,7,3,16,1,142,0
0,17,7,94,74,7,4,9,1,261,1
18,16,50,67,117,12,10,13,2,91,0
12,13,9,89,53,12,0,17,1,189,0
10,11,25,98,60,4,3,11,3,88,0
14,14,14,53,83,5,7,18,1,145,0
